LTER_site,local_site,point_ID,date,depth_stake,depth_n,depth_e,depth_s,depth_w,mean_depth,num_meas,year,month,seas,jd,mod
NWT,sdl,38,2010-04-27,195,NA,NA,NA,NA,195,1,2010,4,2010,210,b3.csv
NWT,sdl,46,2010-04-27,190,NA,NA,NA,NA,190,1,2010,4,2010,210,b3.csv
NWT,sdl,64,2010-04-27,170,NA,NA,NA,NA,170,1,2010,4,2010,210,b3.csv
NWT,sdl,80,2010-04-27,40,NA,NA,NA,NA,40,1,2010,4,2010,210,b3.csv
NWT,sdl,401,2010-04-27,0,NA,NA,NA,NA,0,1,2010,4,2010,210,b3.csv
NWT,sdl,601,2010-04-27,5,NA,NA,NA,NA,5,1,2010,4,2010,210,b3.csv
NWT,sdl,19,2010-05-06,5,NA,NA,NA,NA,5,1,2010,5,2010,219,b3.csv
NWT,sdl,38,2010-05-06,190,NA,NA,NA,NA,190,1,2010,5,2010,219,b3.csv
NWT,sdl,46,2010-05-06,110,NA,NA,NA,NA,110,1,2010,5,2010,219,b3.csv
NWT,sdl,401,2010-05-06,5,NA,NA,NA,NA,5,1,2010,5,2010,219,b3.csv
NWT,sdl,32,2010-05-13,290,NA,NA,NA,NA,290,1,2010,5,2010,226,b3.csv
NWT,sdl,46,2010-05-13,225,NA,NA,NA,NA,225,1,2010,5,2010,226,b3.csv
NWT,sdl,64,2010-05-13,210,NA,NA,NA,NA,210,1,2010,5,2010,226,b3.csv
NWT,sdl,80,2010-05-13,70,NA,NA,NA,NA,70,1,2010,5,2010,226,b3.csv
NWT,sdl,401,2010-05-13,35,NA,NA,NA,NA,35,1,2010,5,2010,226,b3.csv
NWT,sdl,601,2010-05-13,30,NA,NA,NA,NA,30,1,2010,5,2010,226,b3.csv
NWT,sdl,19,2010-05-18,10,NA,NA,NA,NA,10,1,2010,5,2010,231,b3.csv
NWT,sdl,32,2010-05-18,230,NA,NA,NA,NA,230,1,2010,5,2010,231,b3.csv
NWT,sdl,38,2010-05-18,200,NA,NA,NA,NA,200,1,2010,5,2010,231,b3.csv
NWT,sdl,46,2010-05-18,220,NA,NA,NA,NA,220,1,2010,5,2010,231,b3.csv
NWT,sdl,64,2010-05-18,210,NA,NA,NA,NA,210,1,2010,5,2010,231,b3.csv
NWT,sdl,80,2010-05-18,60,NA,NA,NA,NA,60,1,2010,5,2010,231,b3.csv
NWT,sdl,401,2010-05-18,10,NA,NA,NA,NA,10,1,2010,5,2010,231,b3.csv
NWT,sdl,601,2010-05-18,10,NA,NA,NA,NA,10,1,2010,5,2010,231,b3.csv
NWT,sdl,19,2010-05-25,0,NA,NA,NA,NA,0,1,2010,5,2010,238,b3.csv
NWT,sdl,32,2010-05-25,320,NA,NA,NA,NA,320,1,2010,5,2010,238,b3.csv
NWT,sdl,38,2010-05-25,170,NA,NA,NA,NA,170,1,2010,5,2010,238,b3.csv
NWT,sdl,46,2010-05-25,210,NA,NA,NA,NA,210,1,2010,5,2010,238,b3.csv
NWT,sdl,64,2010-05-25,190,NA,NA,NA,NA,190,1,2010,5,2010,238,b3.csv
NWT,sdl,80,2010-05-25,40,NA,NA,NA,NA,40,1,2010,5,2010,238,b3.csv
NWT,sdl,401,2010-05-25,0,NA,NA,NA,NA,0,1,2010,5,2010,238,b3.csv
NWT,sdl,601,2010-05-25,0,NA,NA,NA,NA,0,1,2010,5,2010,238,b3.csv
NWT,sdl,19,2010-06-01,0,NA,NA,NA,NA,0,1,2010,6,2010,245,b3.csv
NWT,sdl,32,2010-06-01,195,NA,NA,NA,NA,195,1,2010,6,2010,245,b3.csv
NWT,sdl,38,2010-06-01,130,NA,NA,NA,NA,130,1,2010,6,2010,245,b3.csv
NWT,sdl,46,2010-06-01,255,NA,NA,NA,NA,255,1,2010,6,2010,245,b3.csv
NWT,sdl,64,2010-06-01,140,NA,NA,NA,NA,140,1,2010,6,2010,245,b3.csv
NWT,sdl,80,2010-06-01,10,NA,NA,NA,NA,10,1,2010,6,2010,245,b3.csv
NWT,sdl,401,2010-06-01,0,NA,NA,NA,NA,0,1,2010,6,2010,245,b3.csv
NWT,sdl,601,2010-06-01,0,NA,NA,NA,NA,0,1,2010,6,2010,245,b3.csv
NWT,sdl,19,2010-06-08,0,NA,NA,NA,NA,0,1,2010,6,2010,252,b3.csv
NWT,sdl,32,2010-06-08,140,NA,NA,NA,NA,140,1,2010,6,2010,252,b3.csv
NWT,sdl,38,2010-06-08,60,NA,NA,NA,NA,60,1,2010,6,2010,252,b3.csv
NWT,sdl,46,2010-06-08,90,NA,NA,NA,NA,90,1,2010,6,2010,252,b3.csv
NWT,sdl,64,2010-06-08,70,NA,NA,NA,NA,70,1,2010,6,2010,252,b3.csv
NWT,sdl,80,2010-06-08,0,NA,NA,NA,NA,0,1,2010,6,2010,252,b3.csv
NWT,sdl,401,2010-06-08,0,NA,NA,NA,NA,0,1,2010,6,2010,252,b3.csv
NWT,sdl,601,2010-06-08,0,NA,NA,NA,NA,0,1,2010,6,2010,252,b3.csv
NWT,sdl,19,2010-06-15,0,NA,NA,NA,NA,0,1,2010,6,2010,259,b3.csv
NWT,sdl,32,2010-06-15,110,NA,NA,NA,NA,110,1,2010,6,2010,259,b3.csv
NWT,sdl,38,2010-06-15,30,NA,NA,NA,NA,30,1,2010,6,2010,259,b3.csv
NWT,sdl,46,2010-06-15,60,NA,NA,NA,NA,60,1,2010,6,2010,259,b3.csv
NWT,sdl,64,2010-06-15,40,NA,NA,NA,NA,40,1,2010,6,2010,259,b3.csv
NWT,sdl,80,2010-06-15,5,NA,NA,NA,NA,5,1,2010,6,2010,259,b3.csv
NWT,sdl,401,2010-06-15,0,NA,NA,NA,NA,0,1,2010,6,2010,259,b3.csv
NWT,sdl,601,2010-06-15,5,NA,NA,NA,NA,5,1,2010,6,2010,259,b3.csv
NWT,sdl,19,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,32,2010-06-22,50,NA,NA,NA,NA,50,1,2010,6,2010,266,b3.csv
NWT,sdl,38,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,46,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,64,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,80,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,401,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,601,2010-06-22,0,NA,NA,NA,NA,0,1,2010,6,2010,266,b3.csv
NWT,sdl,19,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,32,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,38,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,46,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,64,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,80,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,401,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,601,2010-06-29,0,NA,NA,NA,NA,0,1,2010,6,2010,273,b3.csv
NWT,sdl,19,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,32,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,38,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,46,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,64,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,80,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,401,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,601,2010-07-06,0,NA,NA,NA,NA,0,1,2010,7,2010,280,b3.csv
NWT,sdl,19,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,32,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,38,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,46,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,64,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,80,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,401,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,601,2010-07-13,0,NA,NA,NA,NA,0,1,2010,7,2010,287,b3.csv
NWT,sdl,19,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,32,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,38,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,46,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,64,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,80,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,401,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,601,2010-07-20,0,NA,NA,NA,NA,0,1,2010,7,2010,294,b3.csv
NWT,sdl,19,2017-10-10,10,NA,NA,NA,NA,10,1,2017,10,2018,9,b3.csv
NWT,sdl,32,2017-10-10,30,NA,NA,NA,NA,30,1,2017,10,2018,9,b3.csv
NWT,sdl,38,2017-10-10,40,NA,NA,NA,NA,40,1,2017,10,2018,9,b3.csv
NWT,sdl,46,2017-10-10,40,NA,NA,NA,NA,40,1,2017,10,2018,9,b3.csv
NWT,sdl,64,2017-10-10,40,NA,NA,NA,NA,40,1,2017,10,2018,9,b3.csv
NWT,sdl,80,2017-10-10,20,NA,NA,NA,NA,20,1,2017,10,2018,9,b3.csv
NWT,sdl,401,2017-10-10,20,NA,NA,NA,NA,20,1,2017,10,2018,9,b3.csv
NWT,sdl,601,2017-10-10,10,NA,NA,NA,NA,10,1,2017,10,2018,9,b3.csv
NWT,sdl,19,2017-11-07,15,NA,NA,NA,NA,15,1,2017,11,2018,37,b3.csv
NWT,sdl,32,2017-11-07,30,NA,NA,NA,NA,30,1,2017,11,2018,37,b3.csv
NWT,sdl,38,2017-11-07,45,NA,NA,NA,NA,45,1,2017,11,2018,37,b3.csv
NWT,sdl,46,2017-11-07,50,NA,NA,NA,NA,50,1,2017,11,2018,37,b3.csv
NWT,sdl,64,2017-11-07,30,NA,NA,NA,NA,30,1,2017,11,2018,37,b3.csv
NWT,sdl,80,2017-11-07,30,NA,NA,NA,NA,30,1,2017,11,2018,37,b3.csv
NWT,sdl,401,2017-11-07,20,NA,NA,NA,NA,20,1,2017,11,2018,37,b3.csv
NWT,sdl,601,2017-11-07,10,NA,NA,NA,NA,10,1,2017,11,2018,37,b3.csv
NWT,sdl,19,2017-11-21,5,NA,NA,NA,NA,5,1,2017,11,2018,51,b3.csv
NWT,sdl,32,2017-11-21,20,NA,NA,NA,NA,20,1,2017,11,2018,51,b3.csv
NWT,sdl,38,2017-11-21,30,NA,NA,NA,NA,30,1,2017,11,2018,51,b3.csv
NWT,sdl,46,2017-11-21,30,NA,NA,NA,NA,30,1,2017,11,2018,51,b3.csv
NWT,sdl,64,2017-11-21,30,NA,NA,NA,NA,30,1,2017,11,2018,51,b3.csv
NWT,sdl,80,2017-11-21,20,NA,NA,NA,NA,20,1,2017,11,2018,51,b3.csv
NWT,sdl,401,2017-11-21,0,NA,NA,NA,NA,0,1,2017,11,2018,51,b3.csv
NWT,sdl,601,2017-11-21,10,NA,NA,NA,NA,10,1,2017,11,2018,51,b3.csv
NWT,sdl,19,2017-12-05,0,NA,NA,NA,NA,0,1,2017,12,2018,65,b3.csv
NWT,sdl,32,2017-12-05,10,NA,NA,NA,NA,10,1,2017,12,2018,65,b3.csv
NWT,sdl,38,2017-12-05,20,NA,NA,NA,NA,20,1,2017,12,2018,65,b3.csv
NWT,sdl,46,2017-12-05,20,NA,NA,NA,NA,20,1,2017,12,2018,65,b3.csv
NWT,sdl,64,2017-12-05,20,NA,NA,NA,NA,20,1,2017,12,2018,65,b3.csv
NWT,sdl,80,2017-12-05,10,NA,NA,NA,NA,10,1,2017,12,2018,65,b3.csv
NWT,sdl,401,2017-12-05,0,NA,NA,NA,NA,0,1,2017,12,2018,65,b3.csv
NWT,sdl,601,2017-12-05,5,NA,NA,NA,NA,5,1,2017,12,2018,65,b3.csv
NWT,sdl,19,2017-12-19,0,NA,NA,NA,NA,0,1,2017,12,2018,79,b3.csv
NWT,sdl,32,2017-12-19,0,NA,NA,NA,NA,0,1,2017,12,2018,79,b3.csv
NWT,sdl,38,2017-12-19,10,NA,NA,NA,NA,10,1,2017,12,2018,79,b3.csv
NWT,sdl,46,2017-12-19,10,NA,NA,NA,NA,10,1,2017,12,2018,79,b3.csv
NWT,sdl,64,2017-12-19,0,NA,NA,NA,NA,0,1,2017,12,2018,79,b3.csv
NWT,sdl,80,2017-12-19,0,NA,NA,NA,NA,0,1,2017,12,2018,79,b3.csv
NWT,sdl,401,2017-12-19,0,NA,NA,NA,NA,0,1,2017,12,2018,79,b3.csv
NWT,sdl,601,2017-12-19,0,NA,NA,NA,NA,0,1,2017,12,2018,79,b3.csv
NWT,sdl,19,2018-01-02,0,NA,NA,NA,NA,0,1,2018,1,2018,95,b3.csv
NWT,sdl,32,2018-01-02,10,NA,NA,NA,NA,10,1,2018,1,2018,95,b3.csv
NWT,sdl,38,2018-01-02,10,NA,NA,NA,NA,10,1,2018,1,2018,95,b3.csv
NWT,sdl,401,2018-01-02,0,NA,NA,NA,NA,0,1,2018,1,2018,95,b3.csv
NWT,sdl,46,2018-01-02,30,NA,NA,NA,NA,30,1,2018,1,2018,95,b3.csv
NWT,sdl,601,2018-01-02,0,NA,NA,NA,NA,0,1,2018,1,2018,95,b3.csv
NWT,sdl,64,2018-01-02,10,NA,NA,NA,NA,10,1,2018,1,2018,95,b3.csv
NWT,sdl,80,2018-01-02,0,NA,NA,NA,NA,0,1,2018,1,2018,95,b3.csv
NWT,sdl,19,2018-01-16,5,NA,NA,NA,NA,5,1,2018,1,2018,109,b3.csv
NWT,sdl,32,2018-01-16,10,NA,NA,NA,NA,10,1,2018,1,2018,109,b3.csv
NWT,sdl,38,2018-01-16,5,NA,NA,NA,NA,5,1,2018,1,2018,109,b3.csv
NWT,sdl,401,2018-01-16,0,NA,NA,NA,NA,0,1,2018,1,2018,109,b3.csv
NWT,sdl,46,2018-01-16,50,NA,NA,NA,NA,50,1,2018,1,2018,109,b3.csv
NWT,sdl,601,2018-01-16,10,NA,NA,NA,NA,10,1,2018,1,2018,109,b3.csv
NWT,sdl,64,2018-01-16,20,NA,NA,NA,NA,20,1,2018,1,2018,109,b3.csv
NWT,sdl,80,2018-01-16,0,NA,NA,NA,NA,0,1,2018,1,2018,109,b3.csv
NWT,sdl,32,2018-02-06,15,NA,NA,NA,NA,15,1,2018,2,2018,130,b3.csv
NWT,sdl,38,2018-02-06,30,NA,NA,NA,NA,30,1,2018,2,2018,130,b3.csv
NWT,sdl,401,2018-02-06,5,NA,NA,NA,NA,5,1,2018,2,2018,130,b3.csv
NWT,sdl,46,2018-02-06,70,NA,NA,NA,NA,70,1,2018,2,2018,130,b3.csv
NWT,sdl,601,2018-02-06,10,NA,NA,NA,NA,10,1,2018,2,2018,130,b3.csv
NWT,sdl,64,2018-02-06,30,NA,NA,NA,NA,30,1,2018,2,2018,130,b3.csv
NWT,sdl,80,2018-02-06,20,NA,NA,NA,NA,20,1,2018,2,2018,130,b3.csv
NWT,sdl,19,2018-02-20,5,NA,NA,NA,NA,5,1,2018,2,2018,144,b3.csv
NWT,sdl,32,2018-02-20,15,NA,NA,NA,NA,15,1,2018,2,2018,144,b3.csv
NWT,sdl,38,2018-02-20,30,NA,NA,NA,NA,30,1,2018,2,2018,144,b3.csv
NWT,sdl,401,2018-02-20,5,NA,NA,NA,NA,5,1,2018,2,2018,144,b3.csv
NWT,sdl,46,2018-02-20,80,NA,NA,NA,NA,80,1,2018,2,2018,144,b3.csv
NWT,sdl,601,2018-02-20,0,NA,NA,NA,NA,0,1,2018,2,2018,144,b3.csv
NWT,sdl,64,2018-02-20,20,NA,NA,NA,NA,20,1,2018,2,2018,144,b3.csv
NWT,sdl,80,2018-02-20,5,NA,NA,NA,NA,5,1,2018,2,2018,144,b3.csv
NWT,sdl,19,2018-03-06,5,NA,NA,NA,NA,5,1,2018,3,2018,158,b3.csv
NWT,sdl,32,2018-03-06,30,NA,NA,NA,NA,30,1,2018,3,2018,158,b3.csv
NWT,sdl,38,2018-03-06,30,NA,NA,NA,NA,30,1,2018,3,2018,158,b3.csv
NWT,sdl,401,2018-03-06,0,NA,NA,NA,NA,0,1,2018,3,2018,158,b3.csv
NWT,sdl,46,2018-03-06,80,NA,NA,NA,NA,80,1,2018,3,2018,158,b3.csv
NWT,sdl,601,2018-03-06,5,NA,NA,NA,NA,5,1,2018,3,2018,158,b3.csv
NWT,sdl,64,2018-03-06,10,NA,NA,NA,NA,10,1,2018,3,2018,158,b3.csv
NWT,sdl,80,2018-03-06,10,NA,NA,NA,NA,10,1,2018,3,2018,158,b3.csv
NWT,sdl,46,2018-03-20,120,NA,NA,NA,NA,120,1,2018,3,2018,172,b3.csv
NWT,sdl,19,2018-03-20,10,NA,NA,NA,NA,10,1,2018,3,2018,172,b3.csv
NWT,sdl,32,2018-03-20,55,NA,NA,NA,NA,55,1,2018,3,2018,172,b3.csv
NWT,sdl,38,2018-03-20,30,NA,NA,NA,NA,30,1,2018,3,2018,172,b3.csv
NWT,sdl,401,2018-03-20,0,NA,NA,NA,NA,0,1,2018,3,2018,172,b3.csv
NWT,sdl,601,2018-03-20,10,NA,NA,NA,NA,10,1,2018,3,2018,172,b3.csv
NWT,sdl,64,2018-03-20,45,NA,NA,NA,NA,45,1,2018,3,2018,172,b3.csv
NWT,sdl,80,2018-03-20,30,NA,NA,NA,NA,30,1,2018,3,2018,172,b3.csv
NWT,sdl,46,2018-04-03,150,NA,NA,NA,NA,150,1,2018,4,2018,186,b3.csv
NWT,sdl,64,2018-04-03,170,NA,NA,NA,NA,170,1,2018,4,2018,186,b3.csv
NWT,sdl,19,2018-04-03,10,NA,NA,NA,NA,10,1,2018,4,2018,186,b3.csv
NWT,sdl,32,2018-04-03,60,NA,NA,NA,NA,60,1,2018,4,2018,186,b3.csv
NWT,sdl,38,2018-04-03,30,NA,NA,NA,NA,30,1,2018,4,2018,186,b3.csv
NWT,sdl,401,2018-04-03,5,NA,NA,NA,NA,5,1,2018,4,2018,186,b3.csv
NWT,sdl,601,2018-04-03,10,NA,NA,NA,NA,10,1,2018,4,2018,186,b3.csv
NWT,sdl,80,2018-04-03,20,NA,NA,NA,NA,20,1,2018,4,2018,186,b3.csv
NWT,sdl,46,2018-04-17,180,NA,NA,NA,NA,180,1,2018,4,2018,200,b3.csv
NWT,sdl,64,2018-04-17,100,NA,NA,NA,NA,100,1,2018,4,2018,200,b3.csv
NWT,sdl,19,2018-04-17,0,NA,NA,NA,NA,0,1,2018,4,2018,200,b3.csv
NWT,sdl,32,2018-04-17,90,NA,NA,NA,NA,90,1,2018,4,2018,200,b3.csv
NWT,sdl,38,2018-04-17,30,NA,NA,NA,NA,30,1,2018,4,2018,200,b3.csv
NWT,sdl,401,2018-04-17,0,NA,NA,NA,NA,0,1,2018,4,2018,200,b3.csv
NWT,sdl,601,2018-04-17,0,NA,NA,NA,NA,0,1,2018,4,2018,200,b3.csv
NWT,sdl,80,2018-04-17,50,NA,NA,NA,NA,50,1,2018,4,2018,200,b3.csv
NWT,sdl,32,2018-05-01,100,NA,NA,NA,NA,100,1,2018,5,2018,214,b3.csv
NWT,sdl,46,2018-05-01,170,NA,NA,NA,NA,170,1,2018,5,2018,214,b3.csv
NWT,sdl,64,2018-05-01,100,NA,NA,NA,NA,100,1,2018,5,2018,214,b3.csv
NWT,sdl,19,2018-05-01,0,NA,NA,NA,NA,0,1,2018,5,2018,214,b3.csv
NWT,sdl,38,2018-05-01,30,NA,NA,NA,NA,30,1,2018,5,2018,214,b3.csv
NWT,sdl,401,2018-05-01,0,NA,NA,NA,NA,0,1,2018,5,2018,214,b3.csv
NWT,sdl,601,2018-05-01,0,NA,NA,NA,NA,0,1,2018,5,2018,214,b3.csv
NWT,sdl,80,2018-05-01,40,NA,NA,NA,NA,40,1,2018,5,2018,214,b3.csv
NWT,sdl,46,2018-05-18,130,NA,NA,NA,NA,130,1,2018,5,2018,231,b3.csv
NWT,sdl,64,2018-05-18,170,NA,NA,NA,NA,170,1,2018,5,2018,231,b3.csv
NWT,sdl,19,2018-05-18,0,NA,NA,NA,NA,0,1,2018,5,2018,231,b3.csv
NWT,sdl,32,2018-05-18,55,NA,NA,NA,NA,55,1,2018,5,2018,231,b3.csv
NWT,sdl,38,2018-05-18,0,NA,NA,NA,NA,0,1,2018,5,2018,231,b3.csv
NWT,sdl,401,2018-05-18,0,NA,NA,NA,NA,0,1,2018,5,2018,231,b3.csv
NWT,sdl,601,2018-05-18,0,NA,NA,NA,NA,0,1,2018,5,2018,231,b3.csv
NWT,sdl,80,2018-05-18,0,NA,NA,NA,NA,0,1,2018,5,2018,231,b3.csv
NWT,sdl,46,2018-05-29,100,NA,NA,NA,NA,100,1,2018,5,2018,242,b3.csv
NWT,sdl,19,2018-05-29,0,NA,NA,NA,NA,0,1,2018,5,2018,242,b3.csv
NWT,sdl,32,2018-05-29,10,NA,NA,NA,NA,10,1,2018,5,2018,242,b3.csv
NWT,sdl,38,2018-05-29,0,NA,NA,NA,NA,0,1,2018,5,2018,242,b3.csv
NWT,sdl,401,2018-05-29,0,NA,NA,NA,NA,0,1,2018,5,2018,242,b3.csv
NWT,sdl,601,2018-05-29,0,NA,NA,NA,NA,0,1,2018,5,2018,242,b3.csv
NWT,sdl,64,2018-05-29,30,NA,NA,NA,NA,30,1,2018,5,2018,242,b3.csv
NWT,sdl,80,2018-05-29,0,NA,NA,NA,NA,0,1,2018,5,2018,242,b3.csv
NWT,sdl,19,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,32,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,38,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,401,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,46,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,601,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,64,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,80,2018-06-12,0,NA,NA,NA,NA,0,1,2018,6,2018,256,b3.csv
NWT,sdl,19,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,32,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,38,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,401,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,46,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,601,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,64,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,80,2018-07-03,0,NA,NA,NA,NA,0,1,2018,7,2018,277,b3.csv
NWT,sdl,11,1996-01-11,245,NA,NA,NA,NA,245,1,1996,1,1996,101,c1.csv
NWT,sdl,12,1996-01-11,195,NA,NA,NA,NA,195,1,1996,1,1996,101,c1.csv
NWT,sdl,13,1996-01-11,235,NA,NA,NA,NA,235,1,1996,1,1996,101,c1.csv
NWT,sdl,28,1996-01-11,135,NA,NA,NA,NA,135,1,1996,1,1996,101,c1.csv
NWT,sdl,29,1996-01-11,0,NA,NA,NA,NA,0,1,1996,1,1996,101,c1.csv
NWT,sdl,51,1996-01-11,50,NA,NA,NA,NA,50,1,1996,1,1996,101,c1.csv
NWT,sdl,79,1996-01-11,0,NA,NA,NA,NA,0,1,1996,1,1996,101,c1.csv
NWT,sdl,801,1996-01-11,0,NA,NA,NA,NA,0,1,1996,1,1996,101,c1.csv
NWT,sdl,11,1996-01-28,280,NA,NA,NA,NA,280,1,1996,1,1996,118,c1.csv
NWT,sdl,12,1996-01-28,275,NA,NA,NA,NA,275,1,1996,1,1996,118,c1.csv
NWT,sdl,13,1996-01-28,240,NA,NA,NA,NA,240,1,1996,1,1996,118,c1.csv
NWT,sdl,28,1996-01-28,120,NA,NA,NA,NA,120,1,1996,1,1996,118,c1.csv
NWT,sdl,29,1996-01-28,0,NA,NA,NA,NA,0,1,1996,1,1996,118,c1.csv
NWT,sdl,51,1996-01-28,50,NA,NA,NA,NA,50,1,1996,1,1996,118,c1.csv
NWT,sdl,79,1996-01-28,30,NA,NA,NA,NA,30,1,1996,1,1996,118,c1.csv
NWT,sdl,801,1996-01-28,0,NA,NA,NA,NA,0,1,1996,1,1996,118,c1.csv
NWT,sdl,11,1996-02-28,330,NA,NA,NA,NA,330,1,1996,2,1996,149,c1.csv
NWT,sdl,12,1996-02-28,300,NA,NA,NA,NA,300,1,1996,2,1996,149,c1.csv
NWT,sdl,13,1996-02-28,365,NA,NA,NA,NA,365,1,1996,2,1996,149,c1.csv
NWT,sdl,28,1996-02-28,100,NA,NA,NA,NA,100,1,1996,2,1996,149,c1.csv
NWT,sdl,29,1996-02-28,10,NA,NA,NA,NA,10,1,1996,2,1996,149,c1.csv
NWT,sdl,51,1996-02-28,55,NA,NA,NA,NA,55,1,1996,2,1996,149,c1.csv
NWT,sdl,79,1996-02-28,50,NA,NA,NA,NA,50,1,1996,2,1996,149,c1.csv
NWT,sdl,801,1996-02-28,10,NA,NA,NA,NA,10,1,1996,2,1996,149,c1.csv
NWT,sdl,11,1996-03-13,180,NA,NA,NA,NA,180,1,1996,3,1996,163,c1.csv
NWT,sdl,12,1996-03-13,280,NA,NA,NA,NA,280,1,1996,3,1996,163,c1.csv
NWT,sdl,13,1996-03-13,350,NA,NA,NA,NA,350,1,1996,3,1996,163,c1.csv
NWT,sdl,29,1996-03-13,0,NA,NA,NA,NA,0,1,1996,3,1996,163,c1.csv
NWT,sdl,51,1996-03-13,110,NA,NA,NA,NA,110,1,1996,3,1996,163,c1.csv
NWT,sdl,79,1996-03-13,10,NA,NA,NA,NA,10,1,1996,3,1996,163,c1.csv
NWT,sdl,801,1996-03-13,0,NA,NA,NA,NA,0,1,1996,3,1996,163,c1.csv
NWT,sdl,11,1996-03-27,340,NA,NA,NA,NA,340,1,1996,3,1996,177,c1.csv
NWT,sdl,12,1996-03-27,330,NA,NA,NA,NA,330,1,1996,3,1996,177,c1.csv
NWT,sdl,13,1996-03-27,420,NA,NA,NA,NA,420,1,1996,3,1996,177,c1.csv
