"LTER_site","local_site","year","plot","point","x","y","hit_orig","USDA_code","USDA_name","hit_corr"
"NWT","sad_grid",1995,18,1888,75,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,18,1889,85,85,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,18,1891,5,95,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,18,1896,55,95,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,18,1897,65,95,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,18,1898,75,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,18,1900,95,95,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,19,1962,15,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,19,1972,15,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,20,2004,35,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,20,2016,55,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,20,2023,25,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,20,2025,45,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,20,2034,35,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,20,2073,25,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,21,2272,15,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,21,2289,85,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2302,15,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2303,25,5,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2306,55,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2307,65,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2308,75,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2309,85,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2313,25,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2314,35,15,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2315,45,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2319,85,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2320,95,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2322,15,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2323,25,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2325,45,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2326,55,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2327,65,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2328,75,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2330,95,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2331,5,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2334,35,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2337,65,35,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2340,95,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2342,15,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2344,35,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2345,45,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2346,55,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2348,75,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2350,95,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2352,15,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2353,25,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2354,35,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2356,55,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2360,95,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2362,15,65,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2363,25,65,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2365,45,65,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2367,65,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2368,75,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2370,95,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2371,5,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2373,25,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2374,35,75,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2375,45,75,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2377,65,75,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2379,85,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2380,95,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2381,5,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2382,15,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2383,25,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2385,45,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2387,65,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2390,95,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,22,2393,25,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2394,35,95,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2395,45,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2396,55,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2397,65,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2398,75,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,22,2399,85,95,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,23,2408,75,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2409,85,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2410,95,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2429,85,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2433,25,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2435,45,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2438,75,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2440,95,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2445,45,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2452,15,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2464,35,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2466,55,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2467,65,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2471,5,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2476,55,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2477,65,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2479,85,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2488,75,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2489,85,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,23,2491,5,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,23,2492,15,95,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,23,2493,25,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,23,2499,85,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,23,2500,95,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,24,2504,35,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2505,45,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2508,75,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2514,35,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2515,45,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2516,55,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2518,75,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2519,85,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2524,35,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2525,45,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2526,55,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2532,15,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2537,65,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2546,55,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2555,45,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2556,55,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2559,85,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2567,65,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2570,95,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2573,25,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2578,75,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2580,95,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2587,65,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2596,55,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,24,2598,75,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2601,5,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2605,45,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2611,5,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2615,45,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2617,65,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2621,5,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2623,25,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2624,35,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2627,65,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2630,95,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2634,35,35,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2635,45,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2637,65,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2639,85,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2642,15,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2655,45,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2656,55,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2657,65,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2658,75,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2660,95,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2666,55,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2667,65,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2671,5,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2673,25,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2676,55,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2677,65,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2679,85,75,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2680,95,75,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2683,25,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2690,95,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2691,5,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2693,25,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2696,55,95,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,25,2697,65,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,25,2698,75,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2701,5,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2703,25,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2704,35,5,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,26,2705,45,5,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,26,2707,65,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2708,75,5,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,26,2710,95,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2715,45,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2718,75,15,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2720,95,15,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2721,5,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2723,25,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2724,35,25,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2725,45,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2726,55,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2728,75,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2731,5,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2734,35,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2737,65,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2738,75,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2740,95,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2743,25,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2750,95,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2756,55,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2758,75,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2759,85,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2763,25,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2765,45,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2768,75,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2771,5,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2774,35,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2777,65,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2778,75,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2780,95,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2781,5,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2782,15,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2783,25,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2785,45,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2786,55,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2789,85,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2791,5,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,26,2793,25,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,26,2798,75,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2802,15,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2807,65,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2808,75,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2828,75,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2830,95,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2832,15,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2835,45,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2837,65,35,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2839,85,35,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2840,95,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2842,15,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2843,25,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2846,55,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2847,65,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2848,75,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2851,5,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2856,55,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2857,65,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2861,5,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2863,25,65,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2865,45,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2866,55,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2867,65,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2869,85,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2870,95,65,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2871,5,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2874,35,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2878,75,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2883,25,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2884,35,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2886,55,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,27,2893,25,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2894,35,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,27,2897,65,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,28,2904,35,5,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2906,55,5,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,28,2912,15,15,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,28,2913,25,15,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2914,35,15,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2927,65,25,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,28,2931,5,35,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2932,15,35,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2941,5,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2942,15,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2943,25,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2947,65,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2948,75,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2951,5,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2952,15,55,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2987,65,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2988,75,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1995,28,2993,25,95,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,29,3003,25,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,29,3004,35,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,29,3038,75,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,29,3043,25,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,29,3100,95,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,30,3103,25,5,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3105,45,5,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3108,75,5,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3111,5,15,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3112,15,15,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3117,65,15,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3118,75,15,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3120,95,15,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3127,65,25,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3129,85,25,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3137,65,35,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3141,5,45,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3143,25,45,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3153,25,55,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3155,45,55,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3156,55,55,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3160,95,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,30,3161,5,65,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3165,45,65,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3166,55,65,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3167,65,65,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3170,95,65,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3172,15,75,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3179,85,75,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3180,95,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,30,3181,5,85,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3182,15,85,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3183,25,85,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3187,65,85,"top","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3192,15,95,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,30,3200,95,95,"bottom","KOMY","Kobresia myosuroides","top"
"NWT","sad_grid",1995,31,3304,35,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,31,3322,15,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,31,3328,75,25,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1995,31,3338,75,35,"top","GEROT","Geum rossii var. turbinatum","top"
